% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=394146, Wed Nov 29 16:08:03 2023, <python>{}</python>
1 8 0.9727537368273009 1.0000400008000108 137991.5021825337 1.3799150218253370e+05 3667620.43275931 4690434.896893767   
2 16 0.9051823262970943 1.276172544858545 40655.16208050527 4.0655162080505273e+04 560856.6155796434 3346238.8583030663   
3 24 0.7409433252020243 1.4213004670826002 40655.16208050527 5.4418104805897499e+04 315016.7794694097 2333169.0948043256   
4 32 0.7677821582440724 1.5157619826345974 40655.16208050527 4.1979855405690148e+04 271360.6672459631 1133358.9102752067   
5 40 0.693865620750663 1.6504546475105444 40655.16208050527 7.4767434415014155e+04 367863.8915485008 1402903.9612399656   
6 48 0.5973992250529593 1.6856203310517686 22739.626611647473 2.2739626611647473e+04 92415.0178018897 687232.4897487583   
7 56 0.5814353960426258 1.6384962526466331 22739.626611647473 2.9813094416567485e+04 88024.2913146851 557750.4857655475   
8 64 0.6441137161628354 1.6468581407756688 22739.626611647473 3.7552275277287285e+04 131708.24120369475 860843.7071183857   
9 72 0.6463760411545848 1.9037616900555216 22739.626611647473 2.8349242082989673e+04 87201.71217158239 295624.07991138205   
10 80 0.6174418638345376 2.177748164178608 22739.626611647473 1.2107118453040332e+05 227012.43863904185 321051.933103663   
11 88 0.5758516455795814 2.539181222773698 12860.81619517942 1.2860816195179421e+04 52834.31685989087 197179.53370914367   
12 96 0.5534570179326631 2.6519956243939062 12754.559533917429 1.2754559533917429e+04 83413.4043809647 126276.49906547913   
13 104 0.5100770158641358 3.0220093528033383 12754.559533917429 1.7916210471173523e+04 76086.97723677255 204017.809777035   
14 112 0.5464955097253744 3.3221547970647523 12754.559533917429 2.9757400108851834e+04 66127.59305310366 408840.3423573725   
15 120 0.529829359012444 3.927861735398232 12754.559533917429 1.9042397560752510e+04 30633.46993901759 116283.31331026008   
16 128 0.5201135669857152 4.199256015813469 12754.559533917429 1.9290267388642020e+04 52168.963671192985 77416.50756519233   
17 136 0.47050396256968235 4.22564095432093 8976.780450804228 8.9767804508042282e+03 51031.33886744628 201653.25768476425   
18 144 0.471278412750981 5.17000420709232 6769.721167965137 6.7697211679651373e+03 26031.321630569655 187501.57565184997   
19 152 0.514584902819185 5.837543413299679 5166.222421187115 5.1662224211871153e+03 27298.31400956141 97609.21262453488   
20 160 0.5463944242762773 5.996374326138429 5166.222421187115 1.3841687680689338e+04 19282.673646487565 51205.231488293655   
21 168 0.45256457110205656 6.206410971921759 5166.222421187115 7.6969539464223280e+03 19878.690646263996 43373.81575358408   
22 176 0.4428221326944394 6.624464865459205 5166.222421187115 8.3311160301038562e+03 17990.888212862716 50241.753899607385   
23 184 0.3812976112048986 7.28266895743911 5166.222421187115 6.8297345339741096e+03 22378.295542562395 34263.42739444722   
24 192 0.34033093956055227 7.594270074055604 4633.22900269624 4.6332290026962401e+03 7724.07257448451 37864.406661636574   
25 200 0.3862858074642897 7.8785901362892785 3257.109727116641 3.2571097271166409e+03 7795.749166541428 18321.69240218451   
26 208 0.3975294968632889 9.648041857156858 2425.396407733135 2.4253964077331352e+03 5666.980475568013 17575.85975943641   
27 216 0.37147291912200603 11.288906854838014 2074.55554271053 2.0745555427105301e+03 10188.454658477902 33600.70998221119   
28 224 0.36794380384609726 12.737862758937489 1387.6935866804579 1.3876935866804579e+03 4309.106757474346 21346.940763630475   
29 232 0.418560100948306 13.79799489119099 1387.6935866804579 1.4160029460608500e+03 4668.904957879004 6390.644745147118   
30 240 0.4461884165577954 14.42886666951916 353.8005787841224 3.5380057878412242e+02 3115.7610233201035 7622.81547656613   
31 248 0.38627451257739887 16.0416646193793 353.8005787841224 5.0613392438780778e+02 2551.5284941871896 6803.6624049279335   
32 256 0.36182526385033587 16.272243221426642 184.343889132164 1.8434388913216401e+02 2636.4782729139843 12397.386282170988   
33 264 0.32656154242933194 17.702089791458736 91.2501027240453 9.1250102724045306e+01 1243.2911694129164 2700.0098219760725   
34 272 0.3003583912769054 18.301187257848476 91.2501027240453 3.0298875180649958e+02 2769.5100763788755 6371.304347624996   
35 280 0.27469269707845995 20.125264128436704 91.2501027240453 7.4931355874953044e+02 2285.805113736879 4731.0293867801265   
36 288 0.2440561410352196 21.00523928512811 91.2501027240453 2.5242348187758117e+02 633.4695064445912 1610.3612696993496   
37 296 0.23180490524316272 21.859553609703692 91.2501027240453 2.3505714100331605e+02 373.0163064332575 3363.9321994651436   
38 304 0.202892172849315 23.430768580039746 91.2501027240453 2.2173605520180951e+02 486.2121224496812 1863.4119186427113   
39 312 0.17058849998118844 25.467185374838415 27.348599749986047 2.7348599749986047e+01 305.1301994483305 751.2276418795639   
40 320 0.13972442391743672 24.140700175865316 22.589434254995478 2.2589434254995478e+01 185.83113685209173 903.9947124570864   
